taxa,process_id_1,species_1,process_id_2,species_2,distance
Siganus,MINDA025-23,Siganus puellus,MINDA018-23,Siganus vermiculatus,7.7034974
Siganus,MINDA025-23,Siganus puellus,MINDA019-23,Siganus javus,7.2638683
Siganus,MINDA098-23,Siganus punctatus,MINDA018-23,Siganus vermiculatus,7.367635
Siganus,MINDA098-23,Siganus punctatus,MINDA019-23,Siganus javus,6.7374854
Siganus,MINDA098-23,Siganus punctatus,MINDA025-23,Siganus puellus,6.014635
Siganus,MINDA116-23,Siganus doliatus,MINDA018-23,Siganus vermiculatus,3.4075696
Siganus,MINDA116-23,Siganus doliatus,MINDA019-23,Siganus javus,7.6476684
Siganus,MINDA116-23,Siganus doliatus,MINDA025-23,Siganus puellus,7.7034974
Siganus,MINDA116-23,Siganus doliatus,MINDA098-23,Siganus punctatus,7.262769
Siganus,MINDA117-23,Siganus vulpinus,MINDA018-23,Siganus vermiculatus,8.051327
Siganus,MINDA117-23,Siganus vulpinus,MINDA019-23,Siganus javus,8.036141
Siganus,MINDA117-23,Siganus vulpinus,MINDA025-23,Siganus puellus,6.3437104
Siganus,MINDA117-23,Siganus vulpinus,MINDA098-23,Siganus punctatus,4.3118453
Siganus,MINDA117-23,Siganus vulpinus,MINDA116-23,Siganus doliatus,6.933443
Siganus,MINDA118-23,Siganus punctatissimus,MINDA018-23,Siganus vermiculatus,7.5505915
Siganus,MINDA118-23,Siganus punctatissimus,MINDA019-23,Siganus javus,7.3064237
Siganus,MINDA118-23,Siganus punctatissimus,MINDA025-23,Siganus puellus,5.6870637
Siganus,MINDA118-23,Siganus punctatissimus,MINDA098-23,Siganus punctatus,5.465815
Siganus,MINDA118-23,Siganus punctatissimus,MINDA116-23,Siganus doliatus,7.1026487
Siganus,MINDA118-23,Siganus punctatissimus,MINDA117-23,Siganus vulpinus,6.456151
Siganus,MINDA212-23,Siganus vulpinus,MINDA018-23,Siganus vermiculatus,7.5403466
Siganus,MINDA212-23,Siganus vulpinus,MINDA019-23,Siganus javus,7.8590264
Siganus,MINDA212-23,Siganus vulpinus,MINDA025-23,Siganus puellus,5.846847
Siganus,MINDA212-23,Siganus vulpinus,MINDA098-23,Siganus punctatus,3.8368952
Siganus,MINDA212-23,Siganus vulpinus,MINDA116-23,Siganus doliatus,6.756009
Siganus,MINDA212-23,Siganus vulpinus,MINDA118-23,Siganus punctatissimus,5.9633327
Siganus,MINDA213-23,Siganus vulpinus,MINDA018-23,Siganus vermiculatus,7.367635
Siganus,MINDA213-23,Siganus vulpinus,MINDA019-23,Siganus javus,7.8590264
Siganus,MINDA213-23,Siganus vulpinus,MINDA025-23,Siganus puellus,6.014635
Siganus,MINDA213-23,Siganus vulpinus,MINDA098-23,Siganus punctatus,3.996637
Siganus,MINDA213-23,Siganus vulpinus,MINDA116-23,Siganus doliatus,6.924358
Siganus,MINDA213-23,Siganus vulpinus,MINDA118-23,Siganus punctatissimus,6.130279
Siganus,MINDA251-23,Siganus puellus,MINDA018-23,Siganus vermiculatus,7.877109
Siganus,MINDA251-23,Siganus puellus,MINDA019-23,Siganus javus,7.0783377
Siganus,MINDA251-23,Siganus puellus,MINDA098-23,Siganus punctatus,5.764778
Siganus,MINDA251-23,Siganus puellus,MINDA116-23,Siganus doliatus,7.7645564
Siganus,MINDA251-23,Siganus puellus,MINDA117-23,Siganus vulpinus,6.0882187
Siganus,MINDA251-23,Siganus puellus,MINDA118-23,Siganus punctatissimus,5.4427886
Siganus,MINDA251-23,Siganus puellus,MINDA212-23,Siganus vulpinus,5.600029
Siganus,MINDA251-23,Siganus puellus,MINDA213-23,Siganus vulpinus,5.764778
Siganus,MINDA252-23,Siganus corallinus,MINDA018-23,Siganus vermiculatus,3.412346
Siganus,MINDA252-23,Siganus corallinus,MINDA019-23,Siganus javus,8.225897
Siganus,MINDA252-23,Siganus corallinus,MINDA025-23,Siganus puellus,8.237221
Siganus,MINDA252-23,Siganus corallinus,MINDA098-23,Siganus punctatus,6.7648077
Siganus,MINDA252-23,Siganus corallinus,MINDA116-23,Siganus doliatus,0.895709
Siganus,MINDA252-23,Siganus corallinus,MINDA117-23,Siganus vulpinus,7.0932755
Siganus,MINDA252-23,Siganus corallinus,MINDA118-23,Siganus punctatissimus,7.282461
Siganus,MINDA252-23,Siganus corallinus,MINDA212-23,Siganus vulpinus,6.5967426
Siganus,MINDA252-23,Siganus corallinus,MINDA213-23,Siganus vulpinus,6.7648077
Siganus,MINDA252-23,Siganus corallinus,MINDA251-23,Siganus puellus,8.291964
Siganus,MINDA298-23,Siganus argenteus,MINDA018-23,Siganus vermiculatus,10.799587
Siganus,MINDA298-23,Siganus argenteus,MINDA019-23,Siganus javus,12.159601
Siganus,MINDA298-23,Siganus argenteus,MINDA025-23,Siganus puellus,11.703526
Siganus,MINDA298-23,Siganus argenteus,MINDA098-23,Siganus punctatus,10.821569
Siganus,MINDA298-23,Siganus argenteus,MINDA116-23,Siganus doliatus,9.580373
Siganus,MINDA298-23,Siganus argenteus,MINDA117-23,Siganus vulpinus,12.053264
Siganus,MINDA298-23,Siganus argenteus,MINDA118-23,Siganus punctatissimus,11.713952
Siganus,MINDA298-23,Siganus argenteus,MINDA212-23,Siganus vulpinus,11.8834
Siganus,MINDA298-23,Siganus argenteus,MINDA213-23,Siganus vulpinus,12.066547
Siganus,MINDA298-23,Siganus argenteus,MINDA251-23,Siganus puellus,11.713952
Siganus,MINDA298-23,Siganus argenteus,MINDA252-23,Siganus corallinus,9.94249
Siganus,MINDA299-23,Siganus punctatus,MINDA018-23,Siganus vermiculatus,7.195518
Siganus,MINDA299-23,Siganus punctatus,MINDA019-23,Siganus javus,6.5529833
Siganus,MINDA299-23,Siganus punctatus,MINDA025-23,Siganus puellus,5.846847
Siganus,MINDA299-23,Siganus punctatus,MINDA116-23,Siganus doliatus,7.0932755
Siganus,MINDA299-23,Siganus punctatus,MINDA117-23,Siganus vulpinus,4.4728765
Siganus,MINDA299-23,Siganus punctatus,MINDA118-23,Siganus punctatissimus,5.631106
Siganus,MINDA299-23,Siganus punctatus,MINDA212-23,Siganus vulpinus,3.996637
Siganus,MINDA299-23,Siganus punctatus,MINDA213-23,Siganus vulpinus,4.1568975
Siganus,MINDA299-23,Siganus punctatus,MINDA251-23,Siganus puellus,5.600029
Siganus,MINDA299-23,Siganus punctatus,MINDA252-23,Siganus corallinus,6.933443
Siganus,MINDA299-23,Siganus punctatus,MINDA298-23,Siganus argenteus,10.64236
Siganus,MINDA300-23,Siganus unimaculatus,MINDA018-23,Siganus vermiculatus,7.88757
Siganus,MINDA300-23,Siganus unimaculatus,MINDA019-23,Siganus javus,7.8590264
Siganus,MINDA300-23,Siganus unimaculatus,MINDA025-23,Siganus puellus,6.1829844
Siganus,MINDA300-23,Siganus unimaculatus,MINDA098-23,Siganus punctatus,4.1568975
Siganus,MINDA300-23,Siganus unimaculatus,MINDA116-23,Siganus doliatus,7.0932755
Siganus,MINDA300-23,Siganus unimaculatus,MINDA117-23,Siganus vulpinus,0.14831047
Siganus,MINDA300-23,Siganus unimaculatus,MINDA118-23,Siganus punctatissimus,6.2977815
Siganus,MINDA300-23,Siganus unimaculatus,MINDA212-23,Siganus vulpinus,0.29717907
Siganus,MINDA300-23,Siganus unimaculatus,MINDA213-23,Siganus vulpinus,0.44643214
Siganus,MINDA300-23,Siganus unimaculatus,MINDA251-23,Siganus puellus,5.930065
Siganus,MINDA300-23,Siganus unimaculatus,MINDA252-23,Siganus corallinus,6.933443
Siganus,MINDA300-23,Siganus unimaculatus,MINDA298-23,Siganus argenteus,11.8834
Siganus,MINDA300-23,Siganus unimaculatus,MINDA299-23,Siganus punctatus,4.317667
Siganus,MINDA362-23,Siganus spinus,MINDA018-23,Siganus vermiculatus,13.523052
Siganus,MINDA362-23,Siganus spinus,MINDA019-23,Siganus javus,14.160222
Siganus,MINDA362-23,Siganus spinus,MINDA025-23,Siganus puellus,12.194768
Siganus,MINDA362-23,Siganus spinus,MINDA098-23,Siganus punctatus,13.540363
Siganus,MINDA362-23,Siganus spinus,MINDA116-23,Siganus doliatus,12.763233
Siganus,MINDA362-23,Siganus spinus,MINDA117-23,Siganus vulpinus,14.25089
Siganus,MINDA362-23,Siganus spinus,MINDA118-23,Siganus punctatissimus,14.8606825
Siganus,MINDA362-23,Siganus spinus,MINDA212-23,Siganus vulpinus,14.07663
Siganus,MINDA362-23,Siganus spinus,MINDA213-23,Siganus vulpinus,13.886879
Siganus,MINDA362-23,Siganus spinus,MINDA251-23,Siganus puellus,12.198365
Siganus,MINDA362-23,Siganus spinus,MINDA252-23,Siganus corallinus,13.336754
Siganus,MINDA362-23,Siganus spinus,MINDA298-23,Siganus argenteus,14.015812
Siganus,MINDA362-23,Siganus spinus,MINDA299-23,Siganus punctatus,13.352038
Siganus,MINDA362-23,Siganus spinus,MINDA300-23,Siganus unimaculatus,14.07663
Siganus,MINDA363-23,Siganus argenteus,MINDA018-23,Siganus vermiculatus,11.139965
Siganus,MINDA363-23,Siganus argenteus,MINDA019-23,Siganus javus,12.361218
Siganus,MINDA363-23,Siganus argenteus,MINDA025-23,Siganus puellus,12.419883
Siganus,MINDA363-23,Siganus argenteus,MINDA098-23,Siganus punctatus,11.519095
Siganus,MINDA363-23,Siganus argenteus,MINDA116-23,Siganus doliatus,10.264551
Siganus,MINDA363-23,Siganus argenteus,MINDA117-23,Siganus vulpinus,12.763233
Siganus,MINDA363-23,Siganus argenteus,MINDA118-23,Siganus punctatissimus,12.791285
Siganus,MINDA363-23,Siganus argenteus,MINDA212-23,Siganus vulpinus,12.591865
Siganus,MINDA363-23,Siganus argenteus,MINDA213-23,Siganus vulpinus,12.407361
Siganus,MINDA363-23,Siganus argenteus,MINDA251-23,Siganus puellus,12.420912
Siganus,MINDA363-23,Siganus argenteus,MINDA252-23,Siganus corallinus,10.630876
Siganus,MINDA363-23,Siganus argenteus,MINDA299-23,Siganus punctatus,11.337937
Siganus,MINDA363-23,Siganus argenteus,MINDA300-23,Siganus unimaculatus,12.591865
Siganus,MINDA363-23,Siganus argenteus,MINDA362-23,Siganus spinus,14.176329
Siganus,MINDA364-23,Siganus canaliculatus,MINDA018-23,Siganus vermiculatus,12.182773
Siganus,MINDA364-23,Siganus canaliculatus,MINDA019-23,Siganus javus,12.709053
Siganus,MINDA364-23,Siganus canaliculatus,MINDA025-23,Siganus puellus,13.859928
Siganus,MINDA364-23,Siganus canaliculatus,MINDA098-23,Siganus punctatus,12.763233
Siganus,MINDA364-23,Siganus canaliculatus,MINDA116-23,Siganus doliatus,11.641933
Siganus,MINDA364-23,Siganus canaliculatus,MINDA117-23,Siganus vulpinus,12.908824
Siganus,MINDA364-23,Siganus canaliculatus,MINDA118-23,Siganus punctatissimus,13.682704
Siganus,MINDA364-23,Siganus canaliculatus,MINDA212-23,Siganus vulpinus,12.92171
Siganus,MINDA364-23,Siganus canaliculatus,MINDA213-23,Siganus vulpinus,12.736871
Siganus,MINDA364-23,Siganus canaliculatus,MINDA251-23,Siganus puellus,13.841685
Siganus,MINDA364-23,Siganus canaliculatus,MINDA252-23,Siganus corallinus,12.381513
Siganus,MINDA364-23,Siganus canaliculatus,MINDA298-23,Siganus argenteus,11.325978
Siganus,MINDA364-23,Siganus canaliculatus,MINDA299-23,Siganus punctatus,12.57839
Siganus,MINDA364-23,Siganus canaliculatus,MINDA300-23,Siganus unimaculatus,12.736871
Siganus,MINDA364-23,Siganus canaliculatus,MINDA362-23,Siganus spinus,9.387338
Siganus,MINDA364-23,Siganus canaliculatus,MINDA363-23,Siganus argenteus,12.027928
Siganus,MINDA461-23,Siganus canaliculatus,MINDA018-23,Siganus vermiculatus,12.0579405
Siganus,MINDA461-23,Siganus canaliculatus,MINDA019-23,Siganus javus,12.709053
Siganus,MINDA461-23,Siganus canaliculatus,MINDA025-23,Siganus puellus,13.547654
Siganus,MINDA461-23,Siganus canaliculatus,MINDA098-23,Siganus punctatus,12.642674
Siganus,MINDA461-23,Siganus canaliculatus,MINDA116-23,Siganus doliatus,11.161084
Siganus,MINDA461-23,Siganus canaliculatus,MINDA117-23,Siganus vulpinus,12.442155
Siganus,MINDA461-23,Siganus canaliculatus,MINDA118-23,Siganus punctatissimus,13.576415
Siganus,MINDA461-23,Siganus canaliculatus,MINDA212-23,Siganus vulpinus,12.804224
Siganus,MINDA461-23,Siganus canaliculatus,MINDA213-23,Siganus vulpinus,12.804224
Siganus,MINDA461-23,Siganus canaliculatus,MINDA251-23,Siganus puellus,13.738492
Siganus,MINDA461-23,Siganus canaliculatus,MINDA252-23,Siganus corallinus,12.255587
Siganus,MINDA461-23,Siganus canaliculatus,MINDA298-23,Siganus argenteus,11.527385
Siganus,MINDA461-23,Siganus canaliculatus,MINDA299-23,Siganus punctatus,12.455056
Siganus,MINDA461-23,Siganus canaliculatus,MINDA300-23,Siganus unimaculatus,12.616605
Siganus,MINDA461-23,Siganus canaliculatus,MINDA362-23,Siganus spinus,9.553174
Siganus,MINDA461-23,Siganus canaliculatus,MINDA363-23,Siganus argenteus,12.429688
Siganus,MINDA491-23,Siganus javus,MINDA018-23,Siganus vermiculatus,8.277415
Siganus,MINDA491-23,Siganus javus,MINDA025-23,Siganus puellus,7.0487843
Siganus,MINDA491-23,Siganus javus,MINDA098-23,Siganus punctatus,6.3910017
Siganus,MINDA491-23,Siganus javus,MINDA116-23,Siganus doliatus,7.4032693
Siganus,MINDA491-23,Siganus javus,MINDA117-23,Siganus vulpinus,7.936879
Siganus,MINDA491-23,Siganus javus,MINDA118-23,Siganus punctatissimus,7.0873303
Siganus,MINDA491-23,Siganus javus,MINDA212-23,Siganus vulpinus,7.7727823
Siganus,MINDA491-23,Siganus javus,MINDA213-23,Siganus vulpinus,7.7727823
Siganus,MINDA491-23,Siganus javus,MINDA251-23,Siganus puellus,6.877257
Siganus,MINDA491-23,Siganus javus,MINDA252-23,Siganus corallinus,7.7617474
Siganus,MINDA491-23,Siganus javus,MINDA298-23,Siganus argenteus,11.563498
Siganus,MINDA491-23,Siganus javus,MINDA299-23,Siganus punctatus,6.2209325
Siganus,MINDA491-23,Siganus javus,MINDA300-23,Siganus unimaculatus,7.7727823
Siganus,MINDA491-23,Siganus javus,MINDA362-23,Siganus spinus,13.783407
Siganus,MINDA491-23,Siganus javus,MINDA363-23,Siganus argenteus,12.46839
Siganus,MINDA491-23,Siganus javus,MINDA364-23,Siganus canaliculatus,12.243466
Siganus,MINDA491-23,Siganus javus,MINDA461-23,Siganus canaliculatus,12.243466
Calotomus,MINDA245-23,Calotomus spinidens,MINDA244-23,Calotomus carolinus,14.6502495
Calotomus,MINDA303-23,Calotomus spinidens,MINDA244-23,Calotomus carolinus,14.6502495
Calotomus,MINDA327-23,Calotomus carolinus,MINDA245-23,Calotomus spinidens,15.845071
Calotomus,MINDA327-23,Calotomus carolinus,MINDA303-23,Calotomus spinidens,15.845071
Calotomus,MINDA328-23,Calotomus carolinus,MINDA245-23,Calotomus spinidens,14.6502495
Calotomus,MINDA328-23,Calotomus carolinus,MINDA303-23,Calotomus spinidens,14.6502495
Paracaesio,MINDA163-23,Paracaesio xanthura,MINDA001-23,Paracaesio kusakarii,11.3749695
Brama,MINDA474-23,Brama dussumieri,MINDA467-23,Brama orcini,0.64955235
Abalistes,MINDA473-23,Abalistes stellatus,MINDA039-23,Abalistes filamentosus,6.2177567
Scorpaenopsis,MINDA426-23,Scorpaenopsis venosa,MINDA267-23,Scorpaenopsis oxycephala,14.250268
Priacanthus,MINDA143-23,Priacanthus tayenus,MINDA091-23,Priacanthus blochii,18.548805
Priacanthus,MINDA143-23,Priacanthus tayenus,MINDA095-23,Priacanthus blochii,18.937395
Priacanthus,MINDA143-23,Priacanthus tayenus,MINDA119-23,Priacanthus blochii,18.327637
Priacanthus,MINDA143-23,Priacanthus tayenus,MINDA122-23,Priacanthus blochii,18.548805
Choerodon,MINDA010-23,Choerodon zamboangae,MINDA004-23,Choerodon robustus,8.386897
Choerodon,MINDA016-23,Choerodon schoenleinii,MINDA004-23,Choerodon robustus,19.251162
Choerodon,MINDA016-23,Choerodon schoenleinii,MINDA010-23,Choerodon zamboangae,17.928545
Choerodon,MINDA221-23,Choerodon zosterophorus,MINDA004-23,Choerodon robustus,17.685162
Choerodon,MINDA221-23,Choerodon zosterophorus,MINDA010-23,Choerodon zamboangae,19.484228
Choerodon,MINDA221-23,Choerodon zosterophorus,MINDA016-23,Choerodon schoenleinii,20.174118
Choerodon,MINDA406-23,Choerodon anchorago,MINDA004-23,Choerodon robustus,20.758429
Choerodon,MINDA406-23,Choerodon anchorago,MINDA010-23,Choerodon zamboangae,21.387232
Choerodon,MINDA406-23,Choerodon anchorago,MINDA016-23,Choerodon schoenleinii,16.879618
Choerodon,MINDA406-23,Choerodon anchorago,MINDA221-23,Choerodon zosterophorus,19.94927
Platax,MINDA376-23,Platax teira,MINDA275-23,Platax pinnatus,12.787159
Platax,MINDA452-23,Platax orbicularis,MINDA275-23,Platax pinnatus,12.30839
Platax,MINDA452-23,Platax orbicularis,MINDA376-23,Platax teira,5.774956
Cephalopholis,MINDA035-23,Cephalopholis aitha,MINDA026-23,Cephalopholis miniata,20.591053
Cephalopholis,MINDA099-23,Cephalopholis cyanostigma,MINDA026-23,Cephalopholis miniata,18.849806
Cephalopholis,MINDA099-23,Cephalopholis cyanostigma,MINDA035-23,Cephalopholis aitha,16.424232
Cephalopholis,MINDA115-23,Cephalopholis spiloparaea,MINDA026-23,Cephalopholis miniata,20.809874
Cephalopholis,MINDA115-23,Cephalopholis spiloparaea,MINDA035-23,Cephalopholis aitha,0.15037596
Cephalopholis,MINDA115-23,Cephalopholis spiloparaea,MINDA099-23,Cephalopholis cyanostigma,16.769762
Cephalopholis,MINDA127-23,Cephalopholis polleni,MINDA026-23,Cephalopholis miniata,17.889244
Cephalopholis,MINDA127-23,Cephalopholis polleni,MINDA035-23,Cephalopholis aitha,16.677063
Cephalopholis,MINDA127-23,Cephalopholis polleni,MINDA099-23,Cephalopholis cyanostigma,15.531443
Cephalopholis,MINDA127-23,Cephalopholis polleni,MINDA115-23,Cephalopholis spiloparaea,16.228096
Cephalopholis,MINDA207-23,Cephalopholis microprion,MINDA026-23,Cephalopholis miniata,18.849806
Cephalopholis,MINDA207-23,Cephalopholis microprion,MINDA035-23,Cephalopholis aitha,15.589998
Cephalopholis,MINDA207-23,Cephalopholis microprion,MINDA099-23,Cephalopholis cyanostigma,6.1211433
Cephalopholis,MINDA207-23,Cephalopholis microprion,MINDA115-23,Cephalopholis spiloparaea,15.548494
Cephalopholis,MINDA207-23,Cephalopholis microprion,MINDA127-23,Cephalopholis polleni,15.692475
Cephalopholis,MINDA255-23,Cephalopholis spiloparaea,MINDA026-23,Cephalopholis miniata,20.619566
Cephalopholis,MINDA255-23,Cephalopholis spiloparaea,MINDA035-23,Cephalopholis aitha,0.3009207
Cephalopholis,MINDA255-23,Cephalopholis spiloparaea,MINDA099-23,Cephalopholis cyanostigma,16.550278
Cephalopholis,MINDA255-23,Cephalopholis spiloparaea,MINDA127-23,Cephalopholis polleni,16.603624
Cephalopholis,MINDA255-23,Cephalopholis spiloparaea,MINDA207-23,Cephalopholis microprion,14.984596
Cephalopholis,MINDA256-23,Cephalopholis sexmaculata,MINDA026-23,Cephalopholis miniata,3.7400615
Cephalopholis,MINDA256-23,Cephalopholis sexmaculata,MINDA035-23,Cephalopholis aitha,19.297874
Cephalopholis,MINDA256-23,Cephalopholis sexmaculata,MINDA099-23,Cephalopholis cyanostigma,17.735723
Cephalopholis,MINDA256-23,Cephalopholis sexmaculata,MINDA115-23,Cephalopholis spiloparaea,18.786423
Cephalopholis,MINDA256-23,Cephalopholis sexmaculata,MINDA127-23,Cephalopholis polleni,16.42379
Cephalopholis,MINDA256-23,Cephalopholis sexmaculata,MINDA207-23,Cephalopholis microprion,17.129656
Cephalopholis,MINDA256-23,Cephalopholis sexmaculata,MINDA255-23,Cephalopholis spiloparaea,19.019634
Cephalopholis,MINDA257-23,Cephalopholis sexmaculata,MINDA026-23,Cephalopholis miniata,4.064738
Cephalopholis,MINDA257-23,Cephalopholis sexmaculata,MINDA035-23,Cephalopholis aitha,18.874142
Cephalopholis,MINDA257-23,Cephalopholis sexmaculata,MINDA099-23,Cephalopholis cyanostigma,17.735723
Cephalopholis,MINDA257-23,Cephalopholis sexmaculata,MINDA115-23,Cephalopholis spiloparaea,18.786423
Cephalopholis,MINDA257-23,Cephalopholis sexmaculata,MINDA127-23,Cephalopholis polleni,16.817493
Cephalopholis,MINDA257-23,Cephalopholis sexmaculata,MINDA207-23,Cephalopholis microprion,17.129656
Cephalopholis,MINDA257-23,Cephalopholis sexmaculata,MINDA255-23,Cephalopholis spiloparaea,18.60296
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA026-23,Cephalopholis miniata,11.451011
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA035-23,Cephalopholis aitha,16.37883
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA099-23,Cephalopholis cyanostigma,16.122475
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA115-23,Cephalopholis spiloparaea,16.37883
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA127-23,Cephalopholis polleni,16.484087
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA207-23,Cephalopholis microprion,17.27746
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA255-23,Cephalopholis spiloparaea,16.614128
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA256-23,Cephalopholis sexmaculata,11.88865
Cephalopholis,MINDA321-23,Cephalopholis leopardus,MINDA257-23,Cephalopholis sexmaculata,12.330153
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA026-23,Cephalopholis miniata,18.46604
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA035-23,Cephalopholis aitha,16.712046
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA099-23,Cephalopholis cyanostigma,9.251646
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA115-23,Cephalopholis spiloparaea,16.512047
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA127-23,Cephalopholis polleni,17.428156
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA207-23,Cephalopholis microprion,9.097325
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA255-23,Cephalopholis spiloparaea,16.330242
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA256-23,Cephalopholis sexmaculata,17.85128
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA257-23,Cephalopholis sexmaculata,18.672653
Cephalopholis,MINDA392-23,Cephalopholis boenak,MINDA321-23,Cephalopholis leopardus,18.049726
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA026-23,Cephalopholis miniata,8.084785
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA035-23,Cephalopholis aitha,18.037308
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA099-23,Cephalopholis cyanostigma,15.939124
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA115-23,Cephalopholis spiloparaea,17.554329
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA127-23,Cephalopholis polleni,15.321416
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA207-23,Cephalopholis microprion,15.548494
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA255-23,Cephalopholis spiloparaea,17.7799
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA256-23,Cephalopholis sexmaculata,7.7961626
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA257-23,Cephalopholis sexmaculata,8.141592
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA321-23,Cephalopholis leopardus,11.25243
Cephalopholis,MINDA403-23,Cephalopholis sonnerati,MINDA392-23,Cephalopholis boenak,16.445562
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA026-23,Cephalopholis miniata,18.672653
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA035-23,Cephalopholis aitha,16.91285
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA099-23,Cephalopholis cyanostigma,9.646284
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA115-23,Cephalopholis spiloparaea,16.457651
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA127-23,Cephalopholis polleni,17.360722
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA207-23,Cephalopholis microprion,9.141338
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA255-23,Cephalopholis spiloparaea,16.278418
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA256-23,Cephalopholis sexmaculata,17.777992
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA257-23,Cephalopholis sexmaculata,18.587723
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA321-23,Cephalopholis leopardus,18.288387
Cephalopholis,MINDA410-23,Cephalopholis boenak,MINDA403-23,Cephalopholis sonnerati,16.391764
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA026-23,Cephalopholis miniata,19.187428
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA035-23,Cephalopholis aitha,16.288063
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA115-23,Cephalopholis spiloparaea,16.288063
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA127-23,Cephalopholis polleni,15.242129
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA207-23,Cephalopholis microprion,5.7389455
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA255-23,Cephalopholis spiloparaea,15.90599
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA256-23,Cephalopholis sexmaculata,17.716732
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA257-23,Cephalopholis sexmaculata,17.924204
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA321-23,Cephalopholis leopardus,16.590862
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA392-23,Cephalopholis boenak,8.597163
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA403-23,Cephalopholis sonnerati,15.887259
Cephalopholis,MINDA419-23,Cephalopholis cyanostigma,MINDA410-23,Cephalopholis boenak,8.774153
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA026-23,Cephalopholis miniata,11.182046
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA035-23,Cephalopholis aitha,15.32757
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA099-23,Cephalopholis cyanostigma,16.106392
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA115-23,Cephalopholis spiloparaea,15.32757
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA127-23,Cephalopholis polleni,16.397005
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA207-23,Cephalopholis microprion,16.712458
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA255-23,Cephalopholis spiloparaea,15.346034
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA256-23,Cephalopholis sexmaculata,11.182046
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA257-23,Cephalopholis sexmaculata,11.745958
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA392-23,Cephalopholis boenak,17.369314
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA403-23,Cephalopholis sonnerati,10.809604
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA410-23,Cephalopholis boenak,17.572983
Cephalopholis,MINDA437-23,Cephalopholis leopardus,MINDA419-23,Cephalopholis cyanostigma,16.327602
