"","taxa","species_1","process_id_1","species_2","process_id_2","distance","level"
"413","Epinephelus","Epinephelus areolatus","MINDA482-23","Epinephelus fasciatus","MINDA322-23",14.0775412990477,"genus"
"414","Epinephelus","Epinephelus areolatus","MINDA482-23","Epinephelus sexfasciatus","MINDA414-23",15.1159238527367,"genus"
"415","Epinephelus","Epinephelus areolatus","MINDA482-23","Epinephelus coioides","MINDA417-23",17.2093484479939,"genus"
"416","Epinephelus","Epinephelus areolatus","MINDA482-23","Epinephelus quoyanus","MINDA440-23",16.3136862987466,"genus"
"417","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus corallicola","MINDA034-23",15.0311122289138,"genus"
"418","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus hexagonatus","MINDA038-23",13.9156214714025,"genus"
"419","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus lanceolatus","MINDA045-23",19.0223581889885,"genus"
"420","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus coeruleopunctatus","MINDA063-23",16.3970078920591,"genus"
"421","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus bontoides","MINDA100-23",14.2440334190367,"genus"
"422","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus polyphekadion","MINDA102-23",19.3698252798032,"genus"
"423","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus maculatus","MINDA154-23",13.5914678214708,"genus"
"424","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus ongus","MINDA208-23",15.9985994096002,"genus"
"425","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus fasciatus","MINDA322-23",14.0931981969815,"genus"
"426","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus sexfasciatus","MINDA414-23",14.8990880585915,"genus"
"427","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus coioides","MINDA417-23",16.514580620312,"genus"
"428","Epinephelus","Epinephelus areolatus","MINDA494-23","Epinephelus quoyanus","MINDA440-23",15.6527788208818,"genus"
"429","Etelis","Etelis carbunculus","MINDA138-23","Etelis coruscans","MINDA134-23",6.88448588599737,"genus"
"430","Gerres","Gerres erythrourus","MINDA353-23","Gerres filamentosus","MINDA352-23",23.463676076706,"genus"
"431","Gerres","Gerres oyena","MINDA358-23","Gerres filamentosus","MINDA352-23",20.2919689069077,"genus"
"432","Gerres","Gerres oyena","MINDA358-23","Gerres erythrourus","MINDA353-23",18.9015956138441,"genus"
"433","Gerres","Gerres oyena","MINDA359-23","Gerres filamentosus","MINDA352-23",20.1161013244734,"genus"
"434","Gerres","Gerres oyena","MINDA359-23","Gerres erythrourus","MINDA353-23",19.1226474444399,"genus"
"435","Gerres","Gerres oyena","MINDA360-23","Gerres filamentosus","MINDA352-23",20.2919689069077,"genus"
"436","Gerres","Gerres oyena","MINDA360-23","Gerres erythrourus","MINDA353-23",18.6865415188745,"genus"
"437","Gerres","Gerres filamentosus","MINDA458-23","Gerres erythrourus","MINDA353-23",22.6218183827719,"genus"
"438","Gerres","Gerres filamentosus","MINDA458-23","Gerres oyena","MINDA358-23",18.7708912340278,"genus"
"439","Gerres","Gerres filamentosus","MINDA458-23","Gerres oyena","MINDA359-23",19.607211644572,"genus"
"440","Gerres","Gerres filamentosus","MINDA458-23","Gerres oyena","MINDA360-23",18.7708912340278,"genus"
"441","Gymnocranius","Gymnocranius griseus","MINDA339-23","Gymnocranius elongatus","MINDA105-23",10.8593995604733,"genus"
"442","Halichoeres","Halichoeres hortulanus","MINDA177-23","Halichoeres hartzfeldii","MINDA006-23",17.7188959322476,"genus"
"443","Halichoeres","Halichoeres scapularis","MINDA195-23","Halichoeres hartzfeldii","MINDA006-23",19.0473451086074,"genus"
"444","Halichoeres","Halichoeres scapularis","MINDA195-23","Halichoeres hortulanus","MINDA177-23",16.4861901536306,"genus"
"445","Halichoeres","Halichoeres chloropterus","MINDA197-23","Halichoeres hartzfeldii","MINDA006-23",18.4955639998831,"genus"
"446","Halichoeres","Halichoeres chloropterus","MINDA197-23","Halichoeres hortulanus","MINDA177-23",19.196456165505,"genus"
"447","Halichoeres","Halichoeres chloropterus","MINDA197-23","Halichoeres scapularis","MINDA195-23",18.5300631951256,"genus"
"448","Halichoeres","Halichoeres chloropterus","MINDA238-23","Halichoeres hartzfeldii","MINDA006-23",18.4955639998831,"genus"
"449","Halichoeres","Halichoeres chloropterus","MINDA238-23","Halichoeres hortulanus","MINDA177-23",19.196456165505,"genus"
"450","Halichoeres","Halichoeres chloropterus","MINDA238-23","Halichoeres scapularis","MINDA195-23",18.5300631951256,"genus"
"451","Halichoeres","Halichoeres melanurus","MINDA273-23","Halichoeres hartzfeldii","MINDA006-23",19.2652200898827,"genus"
"452","Halichoeres","Halichoeres melanurus","MINDA273-23","Halichoeres hortulanus","MINDA177-23",17.648025207991,"genus"
"453","Halichoeres","Halichoeres melanurus","MINDA273-23","Halichoeres scapularis","MINDA195-23",20.0371024111213,"genus"
"454","Halichoeres","Halichoeres melanurus","MINDA273-23","Halichoeres chloropterus","MINDA197-23",17.7423354435591,"genus"
"455","Halichoeres","Halichoeres melanurus","MINDA273-23","Halichoeres chloropterus","MINDA238-23",17.7423354435591,"genus"
"456","Halichoeres","Halichoeres scapularis","MINDA302-23","Halichoeres hartzfeldii","MINDA006-23",19.2556787433497,"genus"
"457","Halichoeres","Halichoeres scapularis","MINDA302-23","Halichoeres hortulanus","MINDA177-23",16.6890301884113,"genus"
"458","Halichoeres","Halichoeres scapularis","MINDA302-23","Halichoeres chloropterus","MINDA197-23",18.7333155075341,"genus"
"459","Halichoeres","Halichoeres scapularis","MINDA302-23","Halichoeres chloropterus","MINDA238-23",18.7333155075341,"genus"
"460","Halichoeres","Halichoeres scapularis","MINDA302-23","Halichoeres melanurus","MINDA273-23",19.8274584981195,"genus"
"461","Halichoeres","Halichoeres marginatus","MINDA304-23","Halichoeres hartzfeldii","MINDA006-23",18.1908604980907,"genus"
"462","Halichoeres","Halichoeres marginatus","MINDA304-23","Halichoeres hortulanus","MINDA177-23",18.5434609958703,"genus"
"463","Halichoeres","Halichoeres marginatus","MINDA304-23","Halichoeres scapularis","MINDA195-23",21.0253834749461,"genus"
"464","Halichoeres","Halichoeres marginatus","MINDA304-23","Halichoeres chloropterus","MINDA197-23",19.1423157431306,"genus"
"465","Halichoeres","Halichoeres marginatus","MINDA304-23","Halichoeres chloropterus","MINDA238-23",19.1423157431306,"genus"
"466","Halichoeres","Halichoeres marginatus","MINDA304-23","Halichoeres melanurus","MINDA273-23",11.1694810550588,"genus"
"467","Halichoeres","Halichoeres marginatus","MINDA304-23","Halichoeres scapularis","MINDA302-23",20.8126171964392,"genus"
"468","Hemigymnus","Hemigymnus melapterus","MINDA265-23","Hemigymnus fasciatus","MINDA178-23",9.97010660640338,"genus"
"469","Hemigymnus","Hemigymnus fasciatus","MINDA430-23","Hemigymnus melapterus","MINDA265-23",10.0077898730975,"genus"
"470","Heniochus","Heniochus chrysostomus","MINDA051-23","Heniochus acuminatus","MINDA017-23",12.7194969148422,"genus"
"471","Heniochus","Heniochus varius","MINDA073-23","Heniochus acuminatus","MINDA017-23",12.5133110556491,"genus"
"472","Heniochus","Heniochus varius","MINDA073-23","Heniochus chrysostomus","MINDA051-23",13.3872662091761,"genus"
"473","Heniochus","Heniochus varius","MINDA220-23","Heniochus acuminatus","MINDA017-23",12.3079719580164,"genus"
"474","Heniochus","Heniochus varius","MINDA220-23","Heniochus chrysostomus","MINDA051-23",13.1934675169414,"genus"
"475","Heniochus","Heniochus varius","MINDA228-23","Heniochus acuminatus","MINDA017-23",12.1034726954402,"genus"
"476","Heniochus","Heniochus varius","MINDA228-23","Heniochus chrysostomus","MINDA051-23",13.0004170840684,"genus"
"477","Heniochus","Heniochus varius","MINDA308-23","Heniochus acuminatus","MINDA017-23",12.7194969148422,"genus"
"478","Heniochus","Heniochus varius","MINDA308-23","Heniochus chrysostomus","MINDA051-23",13.5818189838244,"genus"
"479","Heniochus","Heniochus chrysostomus","MINDA311-23","Heniochus acuminatus","MINDA017-23",12.5326855857284,"genus"
"480","Heniochus","Heniochus chrysostomus","MINDA311-23","Heniochus varius","MINDA073-23",13.3562902496309,"genus"
"481","Heniochus","Heniochus chrysostomus","MINDA311-23","Heniochus varius","MINDA220-23",13.1654503232959,"genus"
"482","Heniochus","Heniochus chrysostomus","MINDA311-23","Heniochus varius","MINDA228-23",12.9753360258089,"genus"
"483","Heniochus","Heniochus chrysostomus","MINDA311-23","Heniochus varius","MINDA308-23",13.5478613652087,"genus"
"484","Heniochus","Heniochus chrysostomus","MINDA478-23","Heniochus acuminatus","MINDA017-23",12.3850144832427,"genus"
"485","Heniochus","Heniochus chrysostomus","MINDA478-23","Heniochus varius","MINDA073-23",13.266602027877,"genus"
"486","Heniochus","Heniochus chrysostomus","MINDA478-23","Heniochus varius","MINDA220-23",13.0591328505364,"genus"
"487","Heniochus","Heniochus chrysostomus","MINDA478-23","Heniochus varius","MINDA228-23",12.8525209862909,"genus"
"488","Heniochus","Heniochus chrysostomus","MINDA478-23","Heniochus varius","MINDA308-23",13.4749356626193,"genus"
"489","Lethrinus","Lethrinus atkinsoni","MINDA104-23","Lethrinus olivaceus","MINDA029-23",15.306826461231,"genus"
"490","Lethrinus","Lethrinus semicinctus","MINDA106-23","Lethrinus olivaceus","MINDA029-23",16.1503041850516,"genus"
"491","Lethrinus","Lethrinus semicinctus","MINDA106-23","Lethrinus atkinsoni","MINDA104-23",16.7697654768191,"genus"
"492","Lethrinus","Lethrinus obsoletus","MINDA107-23","Lethrinus olivaceus","MINDA029-23",20.4578900401375,"genus"
"493","Lethrinus","Lethrinus obsoletus","MINDA107-23","Lethrinus atkinsoni","MINDA104-23",13.0276316410546,"genus"
"494","Lethrinus","Lethrinus obsoletus","MINDA107-23","Lethrinus semicinctus","MINDA106-23",17.9216198845072,"genus"
"495","Lethrinus","Lethrinus obsoletus","MINDA108-23","Lethrinus olivaceus","MINDA029-23",14.5695715762308,"genus"
"496","Lethrinus","Lethrinus obsoletus","MINDA108-23","Lethrinus atkinsoni","MINDA104-23",17.0574345667395,"genus"
"497","Lethrinus","Lethrinus obsoletus","MINDA108-23","Lethrinus semicinctus","MINDA106-23",15.2873609458161,"genus"
"498","Lethrinus","Lethrinus olivaceus","MINDA109-23","Lethrinus atkinsoni","MINDA104-23",15.7434293200543,"genus"
"499","Lethrinus","Lethrinus olivaceus","MINDA109-23","Lethrinus semicinctus","MINDA106-23",16.5118673819854,"genus"
"500","Lethrinus","Lethrinus olivaceus","MINDA109-23","Lethrinus obsoletus","MINDA107-23",20.9695333966391,"genus"
"501","Lethrinus","Lethrinus olivaceus","MINDA109-23","Lethrinus obsoletus","MINDA108-23",13.2117326474023,"genus"
"502","Lethrinus","Lethrinus erythracanthus","MINDA111-23","Lethrinus olivaceus","MINDA029-23",17.3693068096239,"genus"
"503","Lethrinus","Lethrinus erythracanthus","MINDA111-23","Lethrinus atkinsoni","MINDA104-23",15.1773893382881,"genus"
"504","Lethrinus","Lethrinus erythracanthus","MINDA111-23","Lethrinus semicinctus","MINDA106-23",15.70696777043,"genus"
"505","Lethrinus","Lethrinus erythracanthus","MINDA111-23","Lethrinus obsoletus","MINDA107-23",15.6869273706402,"genus"
"506","Lethrinus","Lethrinus erythracanthus","MINDA111-23","Lethrinus obsoletus","MINDA108-23",14.1861101474004,"genus"
"507","Lethrinus","Lethrinus erythracanthus","MINDA111-23","Lethrinus olivaceus","MINDA109-23",17.267098632877,"genus"
"508","Lethrinus","Lethrinus erythracanthus","MINDA155-23","Lethrinus olivaceus","MINDA029-23",17.3693068096239,"genus"
"509","Lethrinus","Lethrinus erythracanthus","MINDA155-23","Lethrinus atkinsoni","MINDA104-23",15.1516576096269,"genus"
"510","Lethrinus","Lethrinus erythracanthus","MINDA155-23","Lethrinus semicinctus","MINDA106-23",15.6802902764422,"genus"
"511","Lethrinus","Lethrinus erythracanthus","MINDA155-23","Lethrinus obsoletus","MINDA107-23",15.8605582142424,"genus"
"512","Lethrinus","Lethrinus erythracanthus","MINDA155-23","Lethrinus obsoletus","MINDA108-23",14.1623316218309,"genus"
"513","Lethrinus","Lethrinus erythracanthus","MINDA155-23","Lethrinus olivaceus","MINDA109-23",17.2373681409879,"genus"
"514","Lethrinus","Lethrinus olivaceus","MINDA169-23","Lethrinus atkinsoni","MINDA104-23",16.3852464146153,"genus"
"515","Lethrinus","Lethrinus olivaceus","MINDA169-23","Lethrinus semicinctus","MINDA106-23",16.566848235618,"genus"
"516","Lethrinus","Lethrinus olivaceus","MINDA169-23","Lethrinus obsoletus","MINDA107-23",20.9775533390826,"genus"
"517","Lethrinus","Lethrinus olivaceus","MINDA169-23","Lethrinus obsoletus","MINDA108-23",13.4121220354666,"genus"
"518","Lethrinus","Lethrinus olivaceus","MINDA169-23","Lethrinus erythracanthus","MINDA111-23",17.302534818002,"genus"
"519","Lethrinus","Lethrinus olivaceus","MINDA169-23","Lethrinus erythracanthus","MINDA155-23",17.302534818002,"genus"
"520","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus olivaceus","MINDA029-23",15.7369366403641,"genus"
"521","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus atkinsoni","MINDA104-23",15.249034584584,"genus"
"522","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus semicinctus","MINDA106-23",14.9682199932561,"genus"
"523","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus obsoletus","MINDA107-23",16.9504574740911,"genus"
"524","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus obsoletus","MINDA108-23",14.4255861818766,"genus"
"525","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus olivaceus","MINDA109-23",15.9391242861111,"genus"
"526","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus erythracanthus","MINDA111-23",13.0294827012879,"genus"
"527","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus erythracanthus","MINDA155-23",13.0079234444132,"genus"
"528","Lethrinus","Lethrinus erythropterus","MINDA313-23","Lethrinus olivaceus","MINDA169-23",16.185246147948,"genus"
"529","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus olivaceus","MINDA029-23",17.7195752363638,"genus"
"530","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus atkinsoni","MINDA104-23",9.61156296177992,"genus"
"531","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus semicinctus","MINDA106-23",16.3518668358487,"genus"
"532","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus obsoletus","MINDA107-23",11.9004557902303,"genus"
"533","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus obsoletus","MINDA108-23",16.4325217888792,"genus"
"534","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus olivaceus","MINDA109-23",18.3723437527426,"genus"
"535","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus erythracanthus","MINDA111-23",15.7922647392715,"genus"
"536","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus erythracanthus","MINDA155-23",15.7652859479303,"genus"
"537","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus olivaceus","MINDA169-23",17.8302685182553,"genus"
"538","Lethrinus","Lethrinus harak","MINDA336-23","Lethrinus erythropterus","MINDA313-23",16.1355881931056,"genus"
"539","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus olivaceus","MINDA029-23",19.2903492470031,"genus"
"540","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus atkinsoni","MINDA104-23",9.09642492448853,"genus"
"541","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus semicinctus","MINDA106-23",16.1355881931056,"genus"
"542","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus obsoletus","MINDA107-23",9.54032067173752,"genus"
"543","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus obsoletus","MINDA108-23",17.012894925589,"genus"
"544","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus olivaceus","MINDA109-23",19.5992944872759,"genus"
"545","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus erythracanthus","MINDA111-23",13.0616891037172,"genus"
"546","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus erythracanthus","MINDA155-23",13.0400194284632,"genus"
"547","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus olivaceus","MINDA169-23",19.4854127798772,"genus"
"548","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus erythropterus","MINDA313-23",15.5659960410782,"genus"
"549","Lethrinus","Lethrinus ornatus","MINDA337-23","Lethrinus harak","MINDA336-23",7.93608343257568,"genus"
"550","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus olivaceus","MINDA029-23",15.9533871948434,"genus"
"551","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus semicinctus","MINDA106-23",15.7984044243833,"genus"
"552","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus obsoletus","MINDA107-23",12.8510547646588,"genus"
"553","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus obsoletus","MINDA108-23",16.6763391511699,"genus"
"554","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus olivaceus","MINDA109-23",16.1542381200576,"genus"
"555","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus erythracanthus","MINDA111-23",14.6111074510997,"genus"
"556","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus erythracanthus","MINDA155-23",14.5864494197304,"genus"
"557","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus olivaceus","MINDA169-23",16.8077379946908,"genus"
"558","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus erythropterus","MINDA313-23",15.0730471533774,"genus"
"559","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus harak","MINDA336-23",9.79942420290346,"genus"
"560","Lethrinus","Lethrinus atkinsoni","MINDA338-23","Lethrinus ornatus","MINDA337-23",9.45795264747139,"genus"
"561","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus olivaceus","MINDA029-23",16.4886548048988,"genus"
"562","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus atkinsoni","MINDA104-23",18.2438223339925,"genus"
"563","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus obsoletus","MINDA107-23",18.8626181590979,"genus"
"564","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus obsoletus","MINDA108-23",16.979958184395,"genus"
"565","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus olivaceus","MINDA109-23",18.7898707026992,"genus"
"566","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus erythracanthus","MINDA111-23",17.2281921650644,"genus"
"567","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus erythracanthus","MINDA155-23",17.1964087388743,"genus"
"568","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus olivaceus","MINDA169-23",18.5780434792372,"genus"
"569","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus erythropterus","MINDA313-23",17.2646979880285,"genus"
"570","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus harak","MINDA336-23",17.0895659233183,"genus"
"571","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus ornatus","MINDA337-23",17.284390026701,"genus"
"572","Lethrinus","Lethrinus semicinctus","MINDA365-23","Lethrinus atkinsoni","MINDA338-23",17.7814746790573,"genus"
"573","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus olivaceus","MINDA029-23",16.4886548048988,"genus"
"574","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus atkinsoni","MINDA104-23",16.9071521019264,"genus"
"575","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus obsoletus","MINDA107-23",17.1532889905174,"genus"
"576","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus obsoletus","MINDA108-23",15.582116675773,"genus"
"577","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus olivaceus","MINDA109-23",17.0469487271064,"genus"
"578","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus erythracanthus","MINDA111-23",15.3522312133416,"genus"
"579","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus erythracanthus","MINDA155-23",15.3522312133416,"genus"
"580","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus olivaceus","MINDA169-23",16.846882484254,"genus"
"581","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus erythropterus","MINDA313-23",15.9308770237528,"genus"
"582","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus harak","MINDA336-23",16.1612921780625,"genus"
"583","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus ornatus","MINDA337-23",16.1397606136305,"genus"
"584","Lethrinus","Lethrinus semicinctus","MINDA366-23","Lethrinus atkinsoni","MINDA338-23",16.2062060429598,"genus"
"585","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus olivaceus","MINDA029-23",13.5329663919991,"genus"
"586","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus atkinsoni","MINDA104-23",15.3410380911086,"genus"
"587","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus semicinctus","MINDA106-23",14.9759238367631,"genus"
"588","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus obsoletus","MINDA107-23",18.4727482870574,"genus"
"589","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus obsoletus","MINDA108-23",9.46819877062871,"genus"
"590","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus olivaceus","MINDA109-23",13.7750971065731,"genus"
"591","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus erythracanthus","MINDA111-23",13.1209852648775,"genus"
"592","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus erythracanthus","MINDA155-23",13.1209852648775,"genus"
"593","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus olivaceus","MINDA169-23",13.4341682021624,"genus"
"594","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus erythropterus","MINDA313-23",15.7280211025179,"genus"
"595","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus harak","MINDA336-23",16.2410295709828,"genus"
"596","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus ornatus","MINDA337-23",16.8274401956284,"genus"
"597","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus atkinsoni","MINDA338-23",15.5538043696156,"genus"
"598","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus semicinctus","MINDA365-23",15.0520714809404,"genus"
"599","Lethrinus","Lethrinus microdon","MINDA367-23","Lethrinus semicinctus","MINDA366-23",14.9415822315731,"genus"
"600","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus olivaceus","MINDA029-23",19.5223682248282,"genus"
"601","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus atkinsoni","MINDA104-23",11.8166069822344,"genus"
"602","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus semicinctus","MINDA106-23",16.9701665466961,"genus"
"603","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus obsoletus","MINDA107-23",10.2676062218565,"genus"
"604","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus obsoletus","MINDA108-23",16.2973104713134,"genus"
"605","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus olivaceus","MINDA109-23",20.0230258368245,"genus"
"606","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus erythracanthus","MINDA111-23",15.219440730057,"genus"
"607","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus erythracanthus","MINDA155-23",15.1935615189134,"genus"
"608","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus olivaceus","MINDA169-23",20.3456490523588,"genus"
"609","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus erythropterus","MINDA313-23",15.018661526488,"genus"
"610","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus harak","MINDA336-23",10.4313734851886,"genus"
"611","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus ornatus","MINDA337-23",7.96857678889938,"genus"
"612","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus atkinsoni","MINDA338-23",11.4638890105273,"genus"
"613","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus semicinctus","MINDA365-23",17.9775699828251,"genus"
"614","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus semicinctus","MINDA366-23",17.1180477638239,"genus"
"615","Lethrinus","Lethrinus lentjan","MINDA368-23","Lethrinus microdon","MINDA367-23",18.2060594709061,"genus"
"616","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus olivaceus","MINDA029-23",17.4953596139974,"genus"
"617","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus atkinsoni","MINDA104-23",9.4358158564077,"genus"
"618","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus semicinctus","MINDA106-23",16.3518668358487,"genus"
"619","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus obsoletus","MINDA107-23",12.0891352594122,"genus"
"620","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus obsoletus","MINDA108-23",16.2333183381355,"genus"
"621","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus olivaceus","MINDA109-23",18.1665821454872,"genus"
"622","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus erythracanthus","MINDA111-23",15.9918658027484,"genus"
"623","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus erythracanthus","MINDA155-23",15.964489398674,"genus"
"624","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus olivaceus","MINDA169-23",17.6240826590622,"genus"
"625","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus erythropterus","MINDA313-23",15.9391242861111,"genus"
"626","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus ornatus","MINDA337-23",7.76455667773623,"genus"
"627","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus atkinsoni","MINDA338-23",9.6227455738379,"genus"
"628","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus semicinctus","MINDA365-23",17.0895659233183,"genus"
"629","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus semicinctus","MINDA366-23",16.1612921780625,"genus"
"630","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus microdon","MINDA367-23",16.0245790165035,"genus"
"631","Lethrinus","Lethrinus harak","MINDA408-23","Lethrinus lentjan","MINDA368-23",10.7950114516426,"genus"
"632","Lethrinus","Lethrinus olivaceus","MINDA421-23","Lethrinus atkinsoni","MINDA104-23",15.8689948809479,"genus"
"633","Lethrinus","Lethrinus olivaceus","MINDA421-23","Lethrinus semicinctus","MINDA106-23",16.8552415825153,"genus"
"634","Lethrinus","Lethrinus olivaceus","MINDA421-23","Lethrinus obsoletus","MINDA107-23",20.9775533390826,"genus"
"635","Lethrinus","Lethrinus olivaceus","MINDA421-23","Lethrinus obsoletus","MINDA108-23",13.8323170226952,"genus"
"636","Lethrinus","Lethrinus olivaceus","MINDA421-23","Lethrinus erythracanthus","MINDA111-23",17.6010977889653,"genus"
"637","Lethrinus","Lethrinus olivaceus","MINDA421-23","Lethrinus erythracanthus","MINDA155-23",17.6010977889653,"genus"
"638","Lethrinus","Lethrinus olivaceus","MINDA421-23","Lethrinus erythropterus","MINDA313-23",16.2689970143018,"genus"
